SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT_x,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_2,EXT_SOURCE_3,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,AMT_CREDIT_SUM_mean,AMT_CREDIT_SUM_sum,AMT_CREDIT_SUM_OVERDUE_mean,AMT_CREDIT_SUM_OVERDUE_sum,AMT_CREDIT_SUM_DEBT_mean,AMT_CREDIT_SUM_DEBT_sum,CREDIT_ACTIVE_count_active,CREDIT_DAY_OVERDUE_max,DAYS_CREDIT_mean,DAYS_CREDIT_min,DAYS_CREDIT_max,CREDIT_TYPE_nunique,SK_ID_PREV_x,NAME_CONTRACT_STATUS,AMT_APPLICATION,AMT_CREDIT_y,INST_CNT,INST_PAY_DIFF_MEAN,INST_PAY_DIFF_MIN,INST_PAY_DIFF_MAX,INST_DELAY_MEAN,INST_DELAY_MAX,INST_TOTAL_PAID,INST_TOTAL_DUE,SK_ID_PREV_y,SK_DPD_x
100106,Revolving loans,M,N,Y,0,180000.0,157500.0,7875.0,157500.0,"Spouse, partner",Working,Secondary / secondary special,Civil marriage,House / apartment,0.031329,-12091,-1830.0,-1042.0,-4221,1,1,0,0,0,0,2.0,2,2,TUESDAY,9,0,0,0,1,1,0,Business Entity Type 3,0.48576993,0.5797274,0.0,0.0,0.0,0.0,-765.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,225000.0,225000.0,0.0,0.0,,0.0,0.0,0.0,-1070.0,-1070.0,-1070.0,1.0,5.0,3.0,82919.7,85819.5,21.0,-870.5657142857145,-14144.940000000002,0.0,-13.095238,4.0,409010.98500000004,427292.86500000005,3.0,0.0
100107,Cash loans,M,Y,Y,0,180000.0,296280.0,21690.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.032561,-13563,-1007.0,-5719.0,-4044,1,1,0,1,0,1,2.0,1,1,TUESDAY,15,0,0,0,0,0,0,Business Entity Type 3,0.6844067,0.2636468,2.0,0.0,2.0,0.0,-317.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,124195.68,124195.68,0.0,0.0,124195.68,124195.68,1.0,0.0,-17.0,-17.0,-17.0,1.0,2.0,2.0,51500.25,56094.75,40.0,110.18587500000001,-6750.0,7129.485,-2.975,26.0,215342.415,210934.98,1.0,0.0
100109,Cash loans,F,Y,Y,0,202500.0,407520.0,26041.5,360000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.00702,-19375,-4739.0,-3035.0,-2895,1,1,1,1,0,0,1.0,2,2,SATURDAY,15,0,0,0,0,0,0,Services,0.6350278,0.3062023,0.0,0.0,0.0,0.0,-2154.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,128473.52192307691,1670155.785,0.0,0.0,24548.119615384614,319125.555,3.0,0.0,-1155.6153846153845,-2413.0,-97.0,2.0,9.0,3.0,153396.5,177126.0,88.0,0.0,0.0,0.0,-2.7613637,8.0,584860.455,584860.455,1.0,0.0
100117,Cash loans,M,Y,Y,0,90000.0,499221.0,22117.5,373500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.003122,-22705,,-5107.0,-5990,1,0,0,1,0,0,2.0,3,3,FRIDAY,10,0,0,0,0,0,0,XNA,0.6467635,0.6528965,0.0,0.0,0.0,0.0,-1132.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,223032.099375,1784256.795,0.0,0.0,96005.055,576030.33,2.0,0.0,-1197.125,-2046.0,-692.0,2.0,2.0,2.0,39937.5,43695.0,3.0,0.0,0.0,0.0,-15.0,-7.0,92609.73000000001,92609.73000000001,2.0,0.0
100128,Cash loans,F,Y,Y,1,225000.0,431280.0,23526.0,360000.0,Unaccompanied,Commercial associate,Higher education,Civil marriage,With parents,0.025164,-10962,-1883.0,-99.0,-1721,1,1,0,1,0,1,3.0,2,2,THURSDAY,10,0,0,0,0,0,0,Bank,0.37507325,0.34741822,5.0,0.0,5.0,0.0,-1616.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,4.0,282561.53464285715,7911722.97,0.0,0.0,34760.7,347607.0,4.0,0.0,-1246.357142857143,-2642.0,-156.0,3.0,13.0,7.0,279169.26923076925,296440.26923076925,28.0,-1142.8714285714286,-10419.615,0.0,-18.821428,22.0,755537.6699999999,787538.07,4.0,22.0
100141,Cash loans,F,Y,Y,0,175500.0,478498.5,46741.5,454500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.010147,-17955,-305.0,-10087.0,-1516,1,1,1,1,0,0,2.0,2,2,TUESDAY,11,1,1,0,1,1,0,Industry: type 3,0.7427648,,0.0,0.0,0.0,0.0,-814.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1.0,1.0,20160.0,21352.5,6.0,0.0,0.0,0.0,-6.3333335,1.0,24199.155000000002,24199.155000000002,1.0,0.0
100150,Cash loans,F,N,Y,0,99000.0,225000.0,19242.0,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.007274,-10507,-2780.0,-5072.0,-2729,1,1,0,1,1,0,2.0,2,2,TUESDAY,10,0,0,0,0,0,0,Business Entity Type 3,0.6009994,0.7610264,0.0,0.0,0.0,0.0,-2297.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,106875.0,427500.0,0.0,0.0,0.0,0.0,0.0,0.0,-2211.75,-2694.0,-1869.0,1.0,4.0,2.0,507588.75,578409.75,17.0,-696.9070588235294,-5904.63,0.0,-12.588235,10.0,355823.01,367670.43,2.0,0.0
100168,Cash loans,F,N,Y,0,157500.0,266652.0,16443.0,202500.0,Unaccompanied,Working,Higher education,Widow,House / apartment,0.011657,-22557,-13294.0,-13154.0,-4187,1,1,0,1,0,0,1.0,1,1,TUESDAY,15,0,0,0,0,0,0,Other,0.708939,0.7463002,0.0,0.0,0.0,0.0,-1144.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,360000.0,360000.0,0.0,0.0,0.0,0.0,0.0,0.0,-1407.0,-1407.0,-1407.0,1.0,4.0,3.0,712388.25,735616.125,53.0,2024.3954716981134,0.0,66542.22,-21.773584,-2.0,3015321.3000000003,2908028.3400000003,3.0,0.0
100169,Cash loans,F,N,Y,0,135000.0,540000.0,27702.0,540000.0,Family,Pensioner,Higher education,Separated,House / apartment,0.072508,-22784,,-5103.0,-5229,1,0,0,1,0,0,1.0,1,1,TUESDAY,12,0,0,0,0,0,0,XNA,0.63861364,0.15951954,0.0,0.0,0.0,0.0,-519.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,176382.0,176382.0,0.0,0.0,97011.0,97011.0,1.0,0.0,-187.0,-187.0,-187.0,1.0,17.0,4.0,124258.23529411765,132548.82352941178,40.0,-2649.587625,-35324.145,0.0,-10.3,24.0,2239533.405,2345516.91,3.0,2.0
100170,Cash loans,M,N,Y,1,337500.0,1313212.5,42493.5,1012500.0,Unaccompanied,Commercial associate,Incomplete higher,Married,House / apartment,0.02461,-11948,-1415.0,-5611.0,-4052,1,1,0,1,0,1,3.0,2,2,TUESDAY,11,0,0,0,0,0,0,Business Entity Type 3,0.66122586,0.44005784,1.0,0.0,1.0,0.0,-1582.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0,68277.605,614498.445,0.0,0.0,39458.8125,315670.5,4.0,0.0,-1137.3333333333333,-2800.0,-105.0,3.0,16.0,6.0,117281.25,132673.21875,115.0,-1085.4813913043477,-7813.17,0.0,-2.026087,25.0,650880.855,775711.215,5.0,23.0
100171,Cash loans,M,Y,Y,0,157500.0,539100.0,29245.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.031329,-13172,-3518.0,-6207.0,-4243,1,1,1,1,0,0,2.0,2,2,WEDNESDAY,14,0,0,0,0,0,0,Business Entity Type 3,0.6874077,0.66263777,7.0,0.0,7.0,0.0,-2470.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0,779664.375,6237315.0,0.0,0.0,331079.88375000004,2648639.0700000003,3.0,0.0,-1515.625,-2858.0,-485.0,3.0,1.0,1.0,43870.5,43870.5,117.0,0.0,0.0,0.0,-4.3675213,6.0,447461.145,447461.145,3.0,0.0
100172,Cash loans,F,N,Y,0,76500.0,225000.0,12334.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.010966,-15394,-967.0,-5389.0,-5433,1,1,0,1,0,0,2.0,2,2,TUESDAY,10,0,0,0,0,1,1,Business Entity Type 3,0.34888583,0.53527623,4.0,2.0,4.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,106012.5,318037.5,0.0,0.0,19347.0,58041.0,1.0,0.0,-581.6666666666666,-659.0,-427.0,2.0,3.0,2.0,44458.5,52789.5,9.0,0.0,0.0,0.0,-22.0,-6.0,56395.979999999996,56395.979999999996,2.0,0.0
100184,Cash loans,F,N,Y,0,112500.0,256032.0,10759.5,180000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.019689,-21150,,-4157.0,-4658,1,0,0,1,0,0,1.0,2,2,THURSDAY,11,0,0,0,0,0,0,XNA,0.2631012,0.4740513,1.0,0.0,1.0,0.0,-672.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,129297.68181818182,1422274.5,0.0,0.0,79060.0,711540.0,5.0,0.0,-528.7272727272727,-953.0,-27.0,3.0,11.0,3.0,140325.46363636365,162751.5,37.0,-140.68824324324325,-3857.535,0.0,-9.675675,25.0,262132.74,267338.205,3.0,0.0
100187,Cash loans,F,N,Y,0,225000.0,501363.0,25726.5,418500.0,Family,Commercial associate,Higher education,Married,House / apartment,0.031329,-21040,-2467.0,-918.0,-3663,1,1,0,1,1,0,2.0,2,2,THURSDAY,12,0,0,0,0,0,0,Self-employed,0.2662121,0.5954562,5.0,1.0,5.0,1.0,-1792.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1103223.2625,4412893.05,0.0,0.0,468950.625,1875802.5,1.0,0.0,-595.5,-811.0,-309.0,2.0,7.0,4.0,183525.42857142858,188584.07142857142,43.0,0.0,0.0,0.0,-6.5116277,0.0,1145887.29,1145887.29,3.0,0.0
100212,Cash loans,F,Y,N,0,90000.0,450000.0,23107.5,450000.0,Unaccompanied,Working,Lower secondary,Married,House / apartment,0.005002,-15773,-1310.0,-7173.0,-5049,1,1,0,1,0,0,2.0,3,3,MONDAY,15,0,0,0,0,0,0,Self-employed,0.7629532,0.35729328,5.0,0.0,5.0,0.0,-2865.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,23502.645,23502.645,0.0,0.0,16299.0,16299.0,1.0,0.0,-78.0,-78.0,-78.0,1.0,5.0,4.0,79493.4,77547.6,42.0,0.0,0.0,0.0,-13.785714,3.0,412600.5,412600.5,4.0,0.0
100222,Cash loans,F,Y,Y,0,360000.0,945000.0,34074.0,945000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.030755,-17796,-2785.0,-2296.0,-1224,1,1,0,1,0,0,2.0,2,2,WEDNESDAY,12,0,0,0,0,0,0,Self-employed,0.67860186,0.2539628,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,392521.62857142853,5495302.8,0.0,0.0,249405.24461538458,3242268.1799999997,5.0,0.0,-1238.857142857143,-1929.0,-371.0,2.0,4.0,1.0,270000.0,268038.0,18.0,0.0,0.0,0.0,-5.5,0.0,390079.44,390079.44,1.0,0.0
